EmpId,ProjectID,DateFrom,DateTo
1201,10,11-04-22,26-09-22
1202,10,01-09-22,02-12-22
1203,10,08-09-18,
1204,10,24-11-22,05-08-23
1205,10,23-07-20,
1206,10,28-12-18,15-05-23
1207,10,01-10-19,
1208,10,17-08-19,25-10-19
1209,10,31-05-23,
1210,10,08-12-20,10-06-23
1211,10,05-11-18,23-03-23
1212,10,26-08-20,05-04-23
1213,10,23-02-20,
1214,10,12-02-22,
1215,10,13-02-20,
1216,10,15-02-23,09-03-23
1217,10,03-12-19,31-08-21
1218,10,31-12-18,
1219,10,16-01-20,09-02-21
1220,10,20-11-18,09-02-20
1221,10,11-11-22,03-07-23
1222,10,18-12-20,23-07-21
1223,10,26-01-21,
1224,10,26-11-21,24-05-22
1225,10,15-05-23,
1226,10,20-06-23,
1227,10,22-08-19,06-06-22
1228,10,30-08-21,
1229,10,27-01-20,
1230,10,04-03-22,
1231,10,07-03-20,
1232,10,19-03-20,
1233,10,23-07-22,
1234,10,18-10-19,03-10-21
1235,10,14-04-20,
1236,10,25-11-18,25-07-19
1237,10,23-03-21,26-08-22
1238,10,27-10-20,08-11-21
1239,10,11-06-22,29-06-23
1240,10,19-03-20,
1241,10,07-11-19,07-12-22
1242,10,24-04-23,
1243,10,04-06-20,
1244,10,23-05-22,
1245,10,17-05-19,
1246,10,28-09-18,25-04-21
1247,10,04-03-19,
1248,10,29-03-21,01-12-21
1249,10,07-07-19,14-02-20
1250,10,06-09-18,
1251,10,25-09-18,
1252,10,11-03-22,25-04-22
1253,10,13-07-20,06-10-21
1254,10,22-06-20,
1255,10,30-09-19,02-03-21
1256,10,08-01-20,
1257,10,16-10-21,
1258,10,29-06-22,
1259,10,01-05-22,24-04-23
1260,10,16-08-18,
1261,10,27-12-19,
1262,10,01-07-21,28-03-23
1263,10,20-10-22,
1264,10,15-02-19,
1265,10,17-01-22,25-07-22
1266,10,14-11-21,01-07-22
1267,10,14-11-20,22-12-20
1268,10,25-02-23,
1269,10,23-08-22,
1270,10,01-05-19,31-12-19
1271,10,26-04-20,
1272,10,08-02-21,15-07-22
1273,10,29-10-20,26-01-21
1274,10,22-11-22,
1275,10,11-10-22,
1276,10,28-12-19,
1277,10,11-04-19,
1278,10,26-10-20,
1279,10,09-07-21,27-01-23
1280,10,12-01-22,
1281,10,07-08-20,20-07-21
1282,10,10-04-21,19-11-22
1283,10,11-01-21,
1284,10,08-12-19,
1285,10,26-09-21,
1286,10,09-09-21,28-10-21
1287,10,19-09-20,20-02-23
1288,10,11-01-22,26-10-22
1289,10,18-07-19,
1290,10,13-04-21,
1291,10,17-06-23,27-07-23
1292,10,27-10-18,
1293,10,01-06-21,29-04-23
1294,10,07-04-23,07-05-23
1295,10,13-06-21,
1296,10,13-03-19,12-09-20
1297,10,24-05-19,09-10-21
1298,10,25-02-23,
1299,10,24-03-20,
1300,10,12-06-21,
1301,10,22-03-19,23-03-22
1302,10,08-03-21,17-12-22
1303,10,15-05-20,
1304,10,24-01-23,
1305,10,06-01-21,30-12-22
1306,10,16-04-21,
1307,10,22-09-21,25-10-21
1308,10,28-06-22,07-03-23
1309,10,17-08-20,
1310,10,03-04-23,21-07-23
1311,10,26-05-23,12-06-23
1312,10,10-04-21,
1313,10,18-04-23,
1314,10,13-10-21,21-06-23
1315,10,10-10-20,
1316,10,20-01-19,15-09-21
1317,10,09-05-21,27-10-22
1318,10,29-07-23,04-08-23
1319,10,24-08-19,14-12-22
1320,10,25-12-18,
1321,10,27-05-21,24-08-21
1322,10,02-02-23,23-06-23
1323,10,06-12-22,
1324,10,23-07-21,
1325,10,16-11-19,
1326,10,08-03-20,07-11-21
1327,10,14-01-19,
1328,10,29-02-20,23-09-21
1329,10,25-11-22,12-04-23
1330,10,15-09-22,05-05-23
1331,10,11-08-21,
1332,10,03-08-23,
1333,10,14-03-22,
1334,10,01-09-20,29-11-20
1335,10,31-10-21,
1336,10,26-02-20,30-03-23
1337,10,10-08-18,07-12-21
1338,10,30-09-20,
1339,10,01-04-21,14-08-22
1340,10,21-03-21,21-11-21
1341,10,03-11-21,
1342,10,22-06-19,26-08-19
1343,10,12-11-19,19-05-23
1344,10,20-09-22,
1345,10,27-01-23,
1346,10,21-02-21,22-08-22
1347,10,04-03-22,18-01-23
1348,10,21-04-19,02-12-20
1349,10,02-08-21,26-11-22
1350,10,04-03-22,
1351,10,28-03-21,
1352,10,08-08-18,01-06-23
1353,10,15-09-20,06-01-22
1354,10,28-10-20,27-02-22
1355,10,16-06-21,23-11-21
1356,10,20-03-23,21-06-23
1357,10,07-09-18,16-07-21
1358,10,08-11-18,28-10-22
1359,10,26-01-19,
1360,10,30-08-21,
1361,10,08-03-23,30-03-23
1362,10,10-11-19,03-12-20
1363,10,28-07-23,
1364,10,03-04-19,05-08-19
1365,10,24-07-19,
1366,10,29-04-22,11-12-22
1367,10,06-10-20,
1368,10,04-04-20,
1369,10,26-03-21,
1370,10,19-05-22,
1371,10,28-08-21,16-10-21
1372,10,24-11-22,
1373,10,12-01-22,11-11-22
1374,10,07-07-19,
1375,10,14-07-21,
1376,10,03-12-19,10-02-22
1377,10,03-03-21,10-07-21
1378,10,13-06-22,
1379,10,23-01-23,
1380,10,06-09-20,
1381,10,17-10-22,
1382,10,07-06-19,
1383,10,28-01-22,16-09-22
1384,10,01-07-20,05-03-21
1385,10,30-05-20,
1386,10,05-10-19,04-02-23
1387,10,06-11-21,20-04-23
1388,10,09-05-19,07-05-20
1389,10,28-10-19,
1390,10,11-01-19,
1391,10,02-04-20,
1392,10,07-06-19,15-08-19
1393,10,22-11-21,23-11-22
1394,10,19-01-19,
1395,10,17-12-21,26-12-21
1396,10,04-05-19,15-02-21
1397,10,25-12-18,11-03-19
1398,10,03-01-21,08-03-23
1399,10,15-06-23,
1400,10,29-08-18,09-02-23
1401,10,04-01-19,
1402,10,10-09-21,
1403,10,08-07-21,
1404,10,01-11-18,29-04-21
1405,10,08-12-18,11-06-22
1406,10,25-10-22,
1407,10,04-04-23,
1408,10,17-03-21,
1409,10,11-03-19,06-09-21
1410,10,25-02-22,28-04-23
1411,10,02-07-19,
1412,10,20-06-19,
1413,10,27-09-19,08-02-23
1414,10,15-11-22,26-07-23
1415,10,22-08-20,
1416,10,09-04-20,
1417,10,30-03-21,
1418,10,26-09-18,
1419,10,22-05-23,
1420,10,04-06-21,
1421,10,22-10-19,25-07-23
1422,10,04-10-19,18-10-20
1423,10,25-06-22,
1424,10,17-11-21,03-08-22
1425,10,04-08-19,
1426,10,08-03-22,12-11-22
1427,10,22-02-19,
1428,10,08-12-22,
1429,10,22-11-19,12-03-22
1430,10,13-02-23,03-03-23
1431,10,15-03-19,
1432,10,18-07-19,
1433,10,09-04-21,28-11-21
1434,10,30-12-18,30-03-23
1435,10,30-07-21,
1436,10,28-10-22,
1437,10,29-10-20,
1438,10,17-03-23,22-03-23
1439,10,20-07-22,26-04-23
1440,10,04-08-23,
1441,10,26-11-21,23-09-22
1442,10,27-09-18,
1443,10,04-08-19,
1444,10,03-10-19,
1445,10,05-09-21,29-09-22
1446,10,21-07-20,28-02-23
1447,10,12-12-22,26-06-23
1448,10,13-09-20,
1449,10,15-11-22,
1450,10,07-02-20,20-04-22
1451,10,31-12-22,
1452,10,26-03-19,
1453,10,22-03-23,
1454,10,23-12-22,25-12-22
1455,10,27-12-19,
1456,10,25-06-19,09-07-19
1457,10,23-11-18,
1458,10,17-01-21,
1459,10,08-09-21,
1460,10,24-02-21,18-06-22
1461,10,12-04-19,28-09-20
1462,10,13-07-23,
1463,10,05-10-20,
1464,10,27-01-19,
1465,10,17-12-20,20-11-21
1466,10,04-03-21,
1467,10,30-03-23,
1468,10,27-12-18,
1469,10,20-09-21,
1470,10,08-02-23,
1471,10,16-10-19,12-01-22
1472,10,31-08-21,
1473,10,25-09-20,
1474,10,01-02-23,03-02-23
1475,10,17-01-23,21-05-23
1476,10,07-12-19,02-09-20
1477,10,21-11-18,11-01-22
1478,10,15-02-21,18-07-23
1479,10,06-01-21,
1480,10,18-01-19,
1481,10,15-03-23,
1482,10,11-11-19,
1483,10,21-08-22,20-01-23
1484,10,05-05-20,
1485,10,05-03-21,02-04-23
1486,10,07-03-19,
1487,10,08-05-22,27-03-23
1488,10,21-08-20,30-05-22
1489,10,01-12-20,
1490,10,13-08-19,
1491,10,09-03-20,
1492,10,06-05-20,
1493,10,03-08-22,
1494,10,13-10-18,04-12-19
1495,10,04-07-21,
1496,10,30-04-19,04-05-20
1497,10,03-11-20,
1498,10,15-08-22,20-08-22
1499,10,26-02-22,16-10-22
1500,10,13-05-19,
1501,10,24-10-21,03-10-22
1502,10,10-05-21,10-04-23
1503,10,13-06-21,20-06-21
1504,10,04-11-19,28-07-21
1505,10,29-01-20,
1506,10,05-09-18,08-09-20
1507,10,21-07-21,
1508,10,20-05-23,
1509,10,16-05-22,
1510,10,15-03-21,
1511,10,26-06-23,30-07-23
1512,10,11-10-19,24-04-21
1513,10,21-12-19,
1514,10,15-07-22,
1515,10,26-09-18,
1516,10,16-10-22,
1517,10,02-12-21,25-04-22
1518,10,07-03-19,06-03-23
1519,10,02-05-23,26-07-23
1520,10,24-08-20,26-02-23
1521,10,08-12-20,07-09-21
1522,10,15-02-21,
1523,10,15-09-20,24-06-23
1524,10,16-03-23,
1525,10,14-11-21,07-10-22
1526,10,23-04-21,
1527,10,05-06-22,26-08-22
1528,10,19-11-22,
1529,10,14-04-23,
1530,10,13-12-22,
1531,10,11-03-23,09-04-23
1532,10,22-11-19,18-02-20
1533,10,13-03-21,19-11-21
1534,10,27-02-22,
1535,10,08-05-21,
1536,10,27-12-22,
1537,10,16-08-20,
1538,10,20-01-23,
1539,10,28-12-20,01-10-21
1540,10,18-02-21,
1541,10,16-01-21,
1542,10,07-04-22,
1543,10,11-07-19,04-05-21
1544,10,09-08-20,06-11-22
1545,10,20-09-18,
1546,10,21-01-20,19-05-21
1547,10,17-02-22,14-02-23
1548,10,11-06-19,
1549,10,05-05-22,
1550,10,19-09-18,12-08-20
1551,10,01-06-21,19-06-23
1552,10,05-07-23,11-07-23
1553,10,17-12-22,
1554,10,06-07-21,15-09-22
1555,10,27-03-19,
1556,10,08-05-23,
1557,10,12-12-18,24-12-20
1558,10,25-08-20,
1559,10,22-04-22,29-08-22
1560,10,20-12-21,02-12-22
1561,10,12-02-21,
1562,10,29-09-20,19-10-21
1563,10,10-09-22,09-02-23
1564,10,11-03-23,03-06-23
1565,10,28-04-22,12-03-23
1566,10,20-03-22,18-06-23
1567,10,04-03-22,29-07-22
1568,10,01-02-23,
1569,10,05-02-21,
1570,10,23-11-22,26-05-23
1571,10,24-05-21,
1572,10,28-09-21,09-10-22
1573,10,17-03-21,
1574,10,03-07-23,19-07-23
1575,10,11-08-19,10-07-21
1576,10,11-11-19,29-09-20
1577,10,15-12-20,
1578,10,06-05-21,08-04-23
1579,10,08-07-21,
1580,10,04-04-23,
1581,10,05-08-22,30-01-23
1582,10,06-04-20,08-12-21
1583,10,02-03-23,12-03-23
1584,10,09-04-20,
1585,10,17-09-22,10-07-23
1586,10,15-01-22,
1587,10,23-05-22,
1588,10,15-07-21,
1589,10,28-08-20,25-08-22
1590,10,09-09-21,
1591,10,10-02-23,23-05-23
1592,10,14-06-20,18-07-23
1593,10,05-12-20,
1594,10,16-07-22,
1595,10,09-06-23,
1596,10,02-03-20,25-05-20
1597,10,23-11-18,27-09-21
1598,10,27-05-19,19-06-23
1599,10,18-05-22,10-04-23
1600,10,06-11-18,
1601,10,29-03-22,24-07-23
1602,10,04-11-21,10-05-22
1603,10,27-04-23,
1604,10,08-03-20,
1605,10,27-04-19,08-10-20
1606,10,11-05-19,
1607,10,09-03-21,
1608,10,05-11-20,
1609,10,12-09-18,25-02-23
1610,10,09-11-19,18-11-19
1611,10,29-11-18,09-07-22
1612,10,03-07-22,22-02-23
1613,10,26-09-19,01-08-20
1614,10,23-12-22,
1615,10,19-01-23,
1616,10,01-10-18,
1617,10,18-02-22,
1618,10,09-12-21,
1619,10,01-01-19,23-09-21
1620,10,27-05-20,
1621,10,21-09-21,28-01-23
1622,10,30-08-21,22-03-22
1623,10,19-06-23,31-07-23
1624,10,12-05-23,16-05-23
1625,10,05-06-22,
1626,10,17-09-20,08-06-21
1627,10,15-05-23,
1628,10,15-12-18,14-11-19
1629,10,06-11-19,22-03-23
1630,10,25-04-21,25-10-22
1631,10,17-06-23,19-07-23
1632,10,14-01-22,
1633,10,22-10-18,13-03-19
1634,10,17-10-21,13-11-22
1635,10,19-10-21,10-04-23
1636,10,16-10-18,17-12-18
1637,10,26-04-20,21-07-20
1638,10,22-01-20,26-10-22
1639,10,30-03-22,21-07-22
1640,10,29-05-21,03-09-22
1641,10,09-03-23,30-05-23
1642,10,22-11-19,28-12-19
1643,10,07-04-19,22-12-20
1644,10,23-03-23,28-03-23
1645,10,18-02-21,28-10-22
1646,10,05-04-19,07-05-21
1647,10,23-10-19,09-07-22
1648,10,14-05-21,
1649,19,19-03-19,
1650,10,08-05-19,01-10-20
1651,10,05-10-19,21-05-23
1652,10,29-11-21,31-05-22
1653,10,06-11-18,26-12-19
1654,10,27-07-21,23-11-21
1655,10,18-07-23,
1656,10,04-09-22,
1657,10,24-05-19,
1658,10,03-11-19,
1659,10,26-11-19,19-03-21
1660,10,09-08-22,01-09-22
1661,10,19-03-19,
1662,10,25-11-18,
1663,10,10-04-22,03-04-23
1664,10,02-04-21,
1665,10,22-12-19,
1666,15,14-08-21,
1667,10,28-08-18,
1668,10,10-07-23,
1669,10,18-09-20,
1670,10,18-07-19,
1671,10,21-11-21,12-12-21
1672,10,08-03-21,
1673,10,21-08-19,
1674,10,30-04-22,09-06-23
1675,10,03-02-23,16-04-23
1676,10,08-05-23,
1677,15,29-07-22,
1678,10,18-11-20,22-05-21
1679,10,16-05-21,14-04-22
1680,10,25-10-19,16-10-20
1681,10,05-03-23,04-05-23
1682,10,01-06-21,
1683,10,22-01-22,25-07-22
1684,10,09-07-23,31-07-23
1685,10,11-11-18,27-05-19
1686,10,05-01-21,18-06-21
1687,10,25-11-22,
1688,15,30-03-20,21-07-23
1689,10,02-01-21,22-09-22
1690,10,26-02-19,26-07-19
1691,10,06-10-19,
1692,10,19-04-20,30-07-22
1693,10,24-12-22,
1694,10,09-04-21,29-05-21
1695,10,04-09-18,16-12-22
1696,10,07-11-21,
1697,10,24-05-23,21-07-23
1698,10,15-02-21,05-06-21
1699,10,03-11-21,19-08-22
1700,10,20-09-18,
1701,10,23-07-19,07-01-23
1702,10,12-05-22,
1703,10,03-10-18,
1704,10,26-11-20,
1705,10,04-10-18,
1706,10,02-12-20,25-02-23
1707,10,24-09-21,20-07-23
1708,10,10-09-20,22-05-21
1709,15,25-05-22,17-11-22
1710,10,15-02-19,09-12-19
1711,10,28-09-18,01-02-23
1712,10,12-12-18,
1713,10,01-12-21,
1714,10,12-01-22,
1715,10,27-10-20,28-09-22
1716,10,02-11-20,21-06-22
1717,10,24-04-21,28-02-23
1718,10,29-06-20,03-08-23
1719,10,15-07-21,
1720,10,20-06-23,
1721,10,22-09-19,10-11-22
1722,10,22-02-22,
1723,10,01-07-20,26-06-22
1724,10,13-05-21,11-12-21
1725,10,30-05-21,
1726,10,04-07-19,
1727,10,31-05-19,31-05-22
1728,10,13-03-20,
1729,10,06-01-20,24-12-20
1730,10,30-04-23,
1731,10,11-07-21,08-02-22
1732,10,02-07-21,13-12-21
1733,10,23-10-19,03-12-20
1734,10,19-01-19,
1735,10,08-01-21,14-01-23
1736,10,29-01-19,08-07-22
1737,10,27-10-18,
1738,10,30-05-23,05-07-23
1739,10,15-07-19,01-05-23
1740,10,17-03-20,02-08-21
1741,10,16-09-22,
1742,10,04-01-21,
1743,10,30-11-18,
1744,10,24-07-22,
1745,10,05-02-22,
1746,10,23-04-20,07-01-22
1747,10,23-06-23,10-07-23
1748,10,13-01-22,05-07-22
1749,10,26-11-20,
1750,10,07-12-18,
1751,10,19-04-23,
1752,10,05-03-22,08-04-22
1753,10,20-06-19,14-10-19
1754,10,13-09-22,
1755,10,02-01-19,
1756,10,06-06-22,
1757,10,09-01-20,
1758,10,03-01-19,
1759,10,23-01-21,23-10-22
1760,10,08-02-20,04-05-20
1761,10,29-10-21,02-08-22
1762,10,04-07-23,12-07-23
1763,10,06-04-23,
1764,10,17-01-23,
1765,10,17-10-19,
1766,10,22-06-19,01-05-21
1767,10,10-02-23,01-05-23
1768,10,13-10-22,02-05-23
1769,10,07-03-23,27-04-23
1770,10,12-09-18,
1771,10,27-06-20,
1772,10,28-12-18,28-01-22
1773,10,20-01-21,08-03-23
1774,10,14-09-19,06-02-23
1775,10,06-10-18,12-12-19
1776,10,03-08-21,01-11-22
1777,10,05-07-19,26-05-21
1778,10,25-04-19,
1779,10,15-07-23,
1780,10,10-12-22,11-02-23
1781,10,02-05-19,
1782,10,13-01-19,02-07-23
1783,10,09-06-21,
1784,10,02-08-23,02-08-23
1785,10,17-06-23,
1786,10,31-03-22,14-06-22
1787,10,06-04-19,15-08-20
1788,10,11-07-20,
1789,10,22-04-23,
1790,10,02-12-22,08-04-23
1791,10,06-03-21,26-04-23
1792,10,21-05-19,
1793,10,23-10-18,02-12-22
1794,10,26-05-21,
1795,10,01-12-19,08-06-20
1796,10,07-06-21,13-12-22
1797,10,13-10-20,09-11-22
1798,10,30-10-22,
1799,10,04-09-22,30-05-23
1800,10,18-10-19,19-04-21
1801,10,25-07-21,23-01-23
1802,10,31-03-20,
1803,10,11-11-19,02-08-23
1804,10,05-12-21,02-03-22
1805,10,17-12-18,03-09-22
1806,10,06-03-22,
1807,10,04-09-19,
1808,10,26-07-23,
1809,10,19-12-22,19-05-23
1810,10,17-08-21,
1811,10,11-06-22,
1812,10,01-10-21,18-06-23
1813,10,04-08-20,
1814,10,11-02-22,
1815,10,22-06-20,
1816,10,28-08-20,
1817,10,06-05-19,09-04-22
1818,10,08-07-21,
1819,10,02-07-22,
1820,10,04-05-23,
1821,10,19-12-22,
1822,10,26-03-22,
1823,10,09-05-21,12-11-22
1824,10,09-01-20,10-03-22
1825,10,16-05-21,14-05-23
1826,10,31-01-21,03-06-22
1827,10,19-09-21,14-09-22
1828,10,01-03-20,26-03-22
1829,10,29-02-20,
1830,10,08-12-18,
1831,10,26-06-22,15-06-23
1832,10,03-11-19,
1833,10,01-01-23,
1834,10,31-07-20,05-04-21
1835,10,10-09-21,19-07-22
1836,10,19-06-19,
1837,10,16-08-21,
1838,10,08-07-19,
1839,10,17-08-21,31-08-22
1840,10,08-01-21,
1841,10,14-08-18,
1842,10,30-07-21,
1843,10,08-04-23,
1844,10,11-09-19,
1845,10,05-03-20,22-08-21
1846,10,02-12-19,
1847,10,03-12-22,24-12-22
1848,10,23-12-21,
1849,10,28-01-22,
1850,10,15-12-19,25-06-21
1851,10,11-11-21,01-08-22
1852,10,15-02-19,28-07-23
1853,10,31-03-22,
1854,10,25-10-20,18-04-22
1855,10,25-07-22,26-04-23
1856,10,02-08-21,
1857,10,13-11-21,17-03-23
1858,10,07-05-19,27-11-19
1859,10,31-12-20,04-03-21
1860,10,10-12-19,07-03-20
1861,10,11-06-20,
1862,10,30-08-21,
1863,10,04-11-19,29-12-21
1864,10,03-06-23,18-07-23
1865,10,14-02-21,
1866,10,28-02-23,
1867,10,09-01-21,17-08-21
1868,10,22-03-22,15-05-23
1869,10,11-11-19,
1870,10,04-10-22,
1871,10,23-08-21,
1872,10,05-12-22,18-06-23
1873,10,20-07-19,28-08-19
1874,10,05-11-21,
1875,10,04-01-21,04-03-23
1876,10,14-10-22,02-03-23
1877,10,30-10-21,
1878,10,02-10-22,28-06-23
1879,10,25-11-18,14-06-20
1880,10,09-07-21,28-01-23
1881,10,01-05-19,
1882,10,09-11-21,13-01-23
1883,10,27-08-18,23-03-19
1884,10,16-03-19,
1885,10,07-01-22,
1886,10,04-10-22,05-03-23
1887,10,23-03-22,
1888,10,05-05-20,25-07-23
1889,10,23-11-20,
1890,10,28-03-22,
1891,10,25-03-20,
1892,10,07-08-18,
1893,10,11-02-20,
1894,10,01-01-23,
1895,10,07-12-22,
1896,10,13-03-23,
1897,10,14-11-21,
1898,10,05-06-19,20-10-20
1899,10,12-12-20,28-05-23
1900,10,06-04-20,
1901,10,30-01-23,
1902,10,08-09-20,19-09-22
1903,10,14-12-20,07-12-21
1904,10,07-11-22,
1905,10,06-04-22,
1906,10,22-02-21,
1907,10,16-05-22,
1908,10,18-01-20,
1909,10,21-10-21,
1910,10,05-01-19,
1911,10,24-01-21,27-01-22
1912,10,06-03-20,06-03-21
1913,10,19-11-22,15-02-23
1914,10,15-03-19,02-10-19
1915,10,11-05-23,05-07-23
1916,10,05-02-22,07-02-23
1917,10,29-05-19,
1918,10,09-01-23,14-03-23
1919,10,01-05-22,21-11-22
1920,10,26-01-21,06-08-21
1921,10,06-09-21,02-07-23
1922,10,29-07-20,
1923,10,31-03-23,30-04-23
1924,10,16-05-23,29-05-23
1925,10,29-04-23,07-07-23
1926,10,27-11-19,
1927,10,03-11-22,02-04-23
1928,10,08-08-22,
1929,10,27-07-23,
1930,10,15-07-23,
1931,10,09-11-22,
1932,10,24-12-19,12-06-22
1933,20,08-03-19,
1934,16,25-06-19,04-10-20
1935,10,03-01-19,
1936,16,02-02-23,
1937,16,30-03-22,30-01-23
1938,10,23-03-20,
1939,16,06-06-19,
1940,10,28-05-23,
1941,16,03-02-21,
1942,10,30-07-19,09-11-22
1943,16,08-05-22,17-11-22
1944,16,12-05-20,
1945,10,28-03-19,10-12-22
1946,16,22-07-19,
1947,16,17-09-20,
1948,16,02-07-22,09-08-22
1949,16,30-11-19,
1950,16,21-07-23,21-07-23
1951,10,26-08-20,30-05-21
1952,16,16-05-20,
1953,10,06-04-23,24-05-23
1954,10,18-02-19,31-10-22
1955,10,10-10-20,
1956,10,15-05-21,
1957,10,13-05-19,30-05-22
1958,10,04-07-19,
1959,10,01-04-22,28-04-22
1960,10,03-11-18,
